conc_inicio,conc_fin,bonificacion,efectivo,tpg
32003,32003,,1.55,0.84
15007,32003,,12.5,6.75
32014,32003,,3.65,1.97
36009,32003,,2.1,1.13
15018,32003,,18.2,9.83
15030,32003,,16.65,8.99
36017,32003,,8.85,4.78
27018,32003,,16.65,8.99
36023,32003,,8.85,4.78
32034,32003,,11.95,6.46
36901,32003,,11.45,6.19
36025,32003,,5.2,2.81
15041,32003,,15.1,8.15
32047,32003,,2.6,1.4
32048,32003,,13.0,7.02
27044,32003,,15.6,8.42
32059,32003,,4.15,2.24
32063,32003,,9.35,5.05
27047,32003,,8.35,4.51
15067,32003,,14.05,7.59
27048,32003,,16.65,8.99
32072,32003,,10.9,5.89
32080,32003,,7.3,3.94
32083,32003,,15.6,8.42
27001,32003,,16.15,8.72
15001,32003,,15.6,8.42
36020,32003,,7.3,3.94
27002,32003,,18.75,10.13
32001,32003,,4.7,2.54
15002,32003,,10.4,5.62
32002,32003,,3.1,1.67
27003,32003,,7.3,3.94
15003,32003,,11.95,6.46
36001,32003,,3.1,1.67
15004,32003,,18.2,9.83
15005,32003,,17.15,9.26
15006,32003,,9.35,5.05
36034,32003,,4.15,2.24
27037,32003,,13.55,7.32
15070,32003,,15.6,8.42
15081,32003,,20.3,10.96
32004,32003,,2.6,1.4
36003,32003,,7.8,4.21
27004,32003,,14.55,7.86
32005,32003,,7.8,4.21
32006,32003,,4.15,2.24
32007,32003,,5.2,2.81
27901,32003,,12.5,6.75
32008,32003,,3.1,1.67
27005,32003,,19.25,10.4
36002,32003,,9.9,5.35
32010,32003,,1.55,0.84
32011,32003,,3.65,1.97
27006,32003,,12.5,6.75
27007,32003,,12.5,6.75
15008,32003,,15.6,8.42
15009,32003,,15.6,8.42
32013,32003,,3.1,1.67
15010,32003,,10.4,5.62
15011,32003,,13.55,7.32
15012,32003,,9.35,5.05
27008,32003,,8.35,4.51
15013,32003,,10.9,5.89
36004,32003,,8.85,4.78
27902,32003,,20.8,11.23
15014,32003,,15.6,8.42
15015,32003,,17.15,9.26
36005,32003,,10.9,5.89
32016,32003,,5.7,3.08
15016,32003,,16.65,8.99
36006,32003,,10.9,5.89
15017,32003,,16.15,8.72
36007,32003,,6.75,3.65
36008,32003,,8.35,4.51
32018,32003,,1.55,0.84
32017,32003,,12.5,6.75
27009,32003,,4.7,2.54
15019,32003,,14.55,7.86
15901,32003,,21.85,11.8
15020,32003,,16.15,8.72
15021,32003,,14.05,7.59
32020,32003,,2.6,1.4
32022,32003,,1.55,0.84
32021,32003,,9.35,5.05
32023,32003,,7.3,3.94
27010,32003,,13.55,7.32
27011,32003,,13.55,7.32
36010,32003,,11.95,6.46
15022,32003,,20.8,11.23
15023,32003,,16.15,8.72
32024,32003,,2.6,1.4
32025,32003,,1.55,0.84
15024,32003,,14.05,7.59
36902,32003,,5.2,2.81
15025,32003,,20.3,10.96
27012,32003,,14.05,7.59
27013,32003,,20.3,10.96
32029,32003,,8.35,4.51
27016,32003,,5.7,3.08
15027,32003,,16.15,8.72
32026,32003,,3.65,1.97
15028,32003,,16.65,8.99
15029,32003,,14.05,7.59
32027,32003,,1.55,0.84
27015,32003,,14.05,7.59
36013,32003,,3.65,1.97
36014,32003,,2.1,1.13
32028,32003,,8.85,4.78
15031,32003,,16.15,8.72
36015,32003,,7.8,4.21
15032,32003,,11.45,6.19
15033,32003,,10.9,5.89
36016,32003,,4.7,2.54
15034,32003,,16.15,8.72
32030,32003,,5.7,3.08
32031,32003,,4.7,2.54
15035,32003,,17.7,9.56
15036,32003,,18.2,9.83
15037,32003,,17.15,9.26
27017,32003,,11.45,6.19
36018,32003,,4.15,2.24
36019,32003,,5.2,2.81
27019,32003,,19.75,10.67
15038,32003,,10.9,5.89
27020,32003,,10.9,5.89
32033,32003,,1.55,0.84
36021,32003,,7.3,3.94
27022,32003,,12.5,6.75
27023,32003,,8.85,4.78
15039,32003,,16.65,8.99
36024,32003,,5.7,3.08
27026,32003,,10.4,5.62
32038,32003,,10.9,5.89
15040,32003,,16.15,8.72
32039,32003,,8.35,4.51
32040,32003,,1.55,0.84
32041,32003,,4.7,2.54
32042,32003,,5.7,3.08
27027,32003,,18.2,9.83
15042,32003,,13.0,7.02
27028,32003,,11.45,6.19
32043,32003,,5.2,2.81
15043,32003,,16.15,8.72
32044,32003,,9.9,5.35
15044,32003,,23.4,12.64
36026,32003,,8.85,4.78
32045,32003,,2.1,1.13
15045,32003,,14.05,7.59
36027,32003,,10.9,5.89
27029,32003,,15.1,8.15
36028,32003,,9.9,5.35
15046,32003,,8.85,4.78
32046,32003,,1.55,0.84
15047,32003,,13.55,7.32
15048,32003,,16.15,8.72
36029,32003,,7.8,4.21
15049,32003,,19.75,10.67
36030,32003,,4.15,2.24
36031,32003,,4.15,2.24
27030,32003,,17.7,9.56
15050,32003,,17.7,9.56
27031,32003,,7.3,3.94
32049,32003,,6.75,3.65
32050,32003,,8.35,4.51
27032,32003,,7.8,4.21
36032,32003,,7.3,3.94
36033,32003,,5.7,3.08
15051,32003,,18.2,9.83
32051,32003,,5.2,2.81
27033,32003,,16.15,8.72
15053,32003,,15.1,8.15
15052,32003,,16.65,8.99
15054,32003,,18.2,9.83
27034,32003,,16.65,8.99
15055,32003,,18.2,9.83
15056,32003,,11.95,6.46
27035,32003,,20.3,10.96
36035,32003,,7.8,4.21
32052,32003,,4.7,2.54
15057,32003,,13.0,7.02
32009,32003,,11.95,6.46
32015,32003,,11.45,6.19
32019,32003,,2.1,1.13
27014,32003,,11.95,6.46
36022,32003,,11.45,6.19
27024,32003,,9.35,5.05
32035,32003,,3.1,1.67
27043,32003,,10.4,5.62
32058,32003,,3.65,1.97
15066,32003,,10.4,5.62
36039,32003,,5.2,2.81
36048,32003,,8.85,4.78
27058,32003,,6.75,3.65
27063,32003,,18.75,10.13
27064,32003,,23.95,12.94
36036,32003,,9.9,5.35
32053,32003,,9.35,5.05
15058,32003,,16.15,8.72
15059,32003,,12.5,6.75
15060,32003,,11.45,6.19
15061,32003,,21.85,11.8
32012,32003,,7.3,3.94
32054,32003,,3.1,1.67
27038,32003,,17.15,9.26
27039,32003,,12.5,6.75
15062,32003,,13.55,7.32
15902,32003,,16.15,8.72
15064,32003,,16.15,8.72
32055,32003,,4.15,2.24
32056,32003,,2.1,1.13
15065,32003,,10.9,5.89
27040,32003,,8.85,4.78
27041,32003,,6.25,3.38
32057,32003,,6.25,3.38
27042,32003,,8.85,4.78
36037,32003,,5.2,2.81
27045,32003,,13.0,7.02
32060,32003,,10.9,5.89
32061,32003,,4.15,2.24
36041,32003,,8.85,4.78
27046,32003,,14.05,7.59
36043,32003,,5.7,3.08
36042,32003,,4.15,2.24
15068,32003,,16.65,8.99
36044,32003,,10.9,5.89
15069,32003,,17.15,9.26
32064,32003,,1.55,0.84
36038,32003,,8.85,4.78
32062,32003,,5.2,2.81
36040,32003,,10.4,5.62
15071,32003,,14.55,7.86
27049,32003,,8.85,4.78
32065,32003,,2.1,1.13
32066,32003,,2.1,1.13
27050,32003,,9.9,5.35
27056,32003,,12.5,6.75
32067,32003,,4.15,2.24
32068,32003,,2.1,1.13
36045,32003,,6.25,3.38
15072,32003,,13.0,7.02
32069,32003,,1.55,0.84
27051,32003,,20.8,11.23
36046,32003,,10.4,5.62
27052,32003,,9.35,5.05
15073,32003,,15.1,8.15
27053,32003,,15.6,8.42
32071,32003,,10.9,5.89
27054,32003,,16.15,8.72
36047,32003,,5.7,3.08
15074,32003,,11.45,6.19
32073,32003,,12.5,6.75
15075,32003,,16.15,8.72
36049,32003,,5.2,2.81
36050,32003,,4.7,2.54
27055,32003,,10.4,5.62
32074,32003,,1.55,0.84
32075,32003,,3.65,1.97
32076,32003,,3.65,1.97
15076,32003,,19.25,10.4
32070,32003,,8.35,4.51
32077,32003,,5.7,3.08
15077,32003,,13.0,7.02
15078,32003,,10.4,5.62
15079,32003,,8.35,4.51
36051,32003,,9.9,5.35
32078,32003,,7.3,3.94
27057,32003,,9.9,5.35
36052,32003,,6.75,3.65
27059,32003,,6.75,3.65
15080,32003,,10.4,5.62
36053,32003,,7.3,3.94
27060,32003,,6.75,3.65
32079,32003,,4.15,2.24
15082,32003,,9.9,5.35
32081,32003,,2.6,1.4
36054,32003,,7.3,3.94
15083,32003,,9.9,5.35
15084,32003,,12.5,6.75
15085,32003,,9.35,5.05
27061,32003,,17.7,9.56
32082,32003,,7.3,3.94
15086,32003,,11.95,6.46
27062,32003,,11.45,6.19
36055,32003,,6.25,3.38
15088,32003,,12.5,6.75
15087,32003,,19.25,10.4
36056,32003,,10.9,5.89
15089,32003,,9.35,5.05
32084,32003,,3.65,1.97
32085,32003,,8.85,4.78
32086,32003,,14.05,7.59
36057,32003,,6.25,3.38
36059,32003,,7.8,4.21
36058,32003,,8.35,4.51
36060,32003,,10.9,5.89
27065,32003,,14.05,7.59
32087,32003,,3.1,1.67
32088,32003,,11.45,6.19
36061,32003,,10.9,5.89
32089,32003,,6.25,3.38
32090,32003,,4.7,2.54
32091,32003,,10.4,5.62
32092,32003,,14.05,7.59
15091,32003,,16.65,8.99
15090,32003,,10.4,5.62
15092,32003,,15.6,8.42
27066,32003,,18.75,10.13
27021,32003,,15.1,8.15
32032,32003,,6.25,3.38
27025,32003,,19.75,10.67
32036,32003,,5.2,2.81
32037,32003,,5.2,2.81
15093,32003,,15.1,8.15
32003,15007,,12.5,6.75
15007,15007,ATM SANTIAGO,1.55,0.54
32014,15007,,14.05,7.59
36009,15007,,13.55,7.32
15018,15007,,10.4,5.62
15030,15007,,6.75,3.65
36017,15007,ATM SANTIAGO,5.3,2.01
27018,15007,,17.15,9.26
36023,15007,,13.55,7.32
32034,15007,,20.8,11.23
36901,15007,,6.25,3.38
36025,15007,,8.35,4.51
15041,15007,,4.15,2.24
32047,15007,,13.0,7.02
32048,15007,,21.85,11.8
27044,15007,,15.6,8.42
32059,15007,,10.9,5.89
32063,15007,,17.7,9.56
27047,15007,,13.55,7.32
15067,15007,,4.7,2.54
27048,15007,,18.75,10.13
32072,15007,,17.7,9.56
32080,15007,,16.15,8.72
32083,15007,,23.95,12.94
27001,15007,,15.6,8.42
15001,15007,,6.25,3.38
36020,15007,,7.8,4.21
27002,15007,,18.75,10.13
32001,15007,,13.0,7.02
15002,15007,ATM SANTIAGO,1.55,0.54
32002,15007,,9.9,5.35
27003,15007,,8.85,4.78
15003,15007,,9.9,5.35
36001,15007,,13.0,7.02
15004,15007,,10.4,5.62
15005,15007,,5.7,3.08
15006,15007,,5.7,3.08
36034,15007,,11.95,6.46
27037,15007,,16.15,8.72
15070,15007,,11.95,6.46
15081,15007,,13.0,7.02
32004,15007,,9.9,5.35
36003,15007,,11.45,6.19
27004,15007,,14.55,7.86
32005,15007,,16.15,8.72
32006,15007,,15.1,8.15
32007,15007,,13.55,7.32
27901,15007,,14.05,7.59
32008,15007,,11.95,6.46
27005,15007,,18.75,10.13
36002,15007,,5.7,3.08
32010,15007,,10.9,5.89
32011,15007,,8.35,4.51
27006,15007,,15.1,8.15
27007,15007,,11.95,6.46
15008,15007,,8.35,4.51
15009,15007,,8.35,4.51
32013,15007,,8.85,4.78
15010,15007,,6.25,3.38
15011,15007,,4.15,2.24
15012,15007,ATM SANTIAGO,3.05,1.18
27008,15007,,13.0,7.02
15013,15007,ATM SANTIAGO,1.55,0.54
36004,15007,,8.35,4.51
27902,15007,,20.3,10.96
15014,15007,,3.65,1.97
15015,15007,,9.9,5.35
36005,15007,,4.7,2.54
32016,15007,,16.65,8.99
15016,15007,,5.2,2.81
36006,15007,,5.7,3.08
15017,15007,,5.7,3.08
36007,15007,,5.7,3.08
36008,15007,,8.85,4.78
32018,15007,,11.95,6.46
32017,15007,,19.25,10.4
27009,15007,,9.9,5.35
15019,15007,,3.1,1.67
15901,15007,,14.55,7.86
15020,15007,,4.15,2.24
15021,15007,,5.2,2.81
32020,15007,,13.0,7.02
32022,15007,,10.9,5.89
32021,15007,,18.2,9.83
32023,15007,,16.15,8.72
27010,15007,,14.55,7.86
27011,15007,,14.05,7.59
36010,15007,,4.15,2.24
15022,15007,,13.0,7.02
15023,15007,,4.15,2.24
32024,15007,,14.05,7.59
32025,15007,,10.9,5.89
15024,15007,,3.65,1.97
36902,15007,,6.25,3.38
15025,15007,,13.0,7.02
27012,15007,,16.65,8.99
27013,15007,,17.15,9.26
32029,15007,,16.65,8.99
27016,15007,,9.9,5.35
15027,15007,,8.85,4.78
32026,15007,,10.4,5.62
15028,15007,,4.7,2.54
15029,15007,,3.1,1.67
32027,15007,,13.0,7.02
27015,15007,,14.05,7.59
36013,15007,,10.9,5.89
36014,15007,,14.55,7.86
32028,15007,,17.15,9.26
15031,15007,,5.7,3.08
36015,15007,,4.15,2.24
15032,15007,,6.25,3.38
15033,15007,,3.1,1.67
36016,15007,,7.8,4.21
15034,15007,,4.15,2.24
32030,15007,,17.15,9.26
32031,15007,,13.0,7.02
15035,15007,,10.4,5.62
15036,15007,,10.9,5.89
15037,15007,,5.2,2.81
27017,15007,,16.65,8.99
36018,15007,,7.3,3.94
36019,15007,,8.85,4.78
27019,15007,,19.25,10.4
15038,15007,,5.7,3.08
27020,15007,,9.9,5.35
32033,15007,,13.55,7.32
36021,15007,,10.9,5.89
27022,15007,,10.9,5.89
27023,15007,,9.9,5.35
15039,15007,,9.35,5.05
36024,15007,,6.75,3.65
27026,15007,,12.5,6.75
32038,15007,,19.25,10.4
15040,15007,,3.65,1.97
32039,15007,,17.15,9.26
32040,15007,,10.4,5.62
32041,15007,,16.15,8.72
32042,15007,,17.15,9.26
27027,15007,,17.7,9.56
15042,15007,,3.1,1.67
27028,15007,,11.95,6.46
32043,15007,,13.55,7.32
15043,15007,,4.7,2.54
32044,15007,,18.75,10.13
15044,15007,,16.15,8.72
36026,15007,,7.3,3.94
32045,15007,,9.9,5.35
15045,15007,,2.6,1.4
36027,15007,,6.75,3.65
27029,15007,,16.15,8.72
36028,15007,,5.7,3.08
15046,15007,,7.3,3.94
32046,15007,,12.5,6.75
15047,15007,,5.2,2.81
15048,15007,,8.85,4.78
36029,15007,,8.85,4.78
15049,15007,,11.95,6.46
36030,15007,,9.9,5.35
36031,15007,,9.9,5.35
27030,15007,,17.15,9.26
15050,15007,,9.9,5.35
27031,15007,,12.5,6.75
32049,15007,,15.1,8.15
32050,15007,,17.15,9.26
27032,15007,,9.35,5.05
36032,15007,,5.2,2.81
36033,15007,,9.35,5.05
15051,15007,,10.4,5.62
32051,15007,,16.15,8.72
27033,15007,,13.0,7.02
15053,15007,,4.15,2.24
15052,15007,,4.7,2.54
15054,15007,,10.9,5.89
27034,15007,,16.65,8.99
15055,15007,,10.4,5.62
15056,15007,ATM SANTIAGO,1.55,0.54
27035,15007,,20.3,10.96
36035,15007,,9.9,5.35
32052,15007,,13.0,7.02
15057,15007,,2.6,1.4
32009,15007,,18.75,10.13
32015,15007,,20.3,10.96
32019,15007,,9.9,5.35
27014,15007,,12.5,6.75
36022,15007,,7.8,4.21
27024,15007,,14.05,7.59
32035,15007,,8.35,4.51
27043,15007,,12.5,6.75
32058,15007,,12.5,6.75
15066,15007,ATM SANTIAGO,3.05,1.18
36039,15007,,9.9,5.35
36048,15007,,13.0,7.02
27058,15007,,11.45,6.19
27063,15007,,17.7,9.56
27064,15007,,16.15,8.72
36036,15007,,13.0,7.02
32053,15007,,18.2,9.83
15058,15007,,6.75,3.65
15059,15007,ATM SANTIAGO,3.7,1.45
15060,15007,ATM SANTIAGO,3.05,1.18
15061,15007,,14.55,7.86
32012,15007,,15.6,8.42
32054,15007,,11.45,6.19
27038,15007,,14.55,7.86
27039,15007,,13.55,7.32
15062,15007,,2.6,1.4
15902,15007,,8.85,4.78
15064,15007,,8.85,4.78
32055,15007,,12.5,6.75
32056,15007,,14.05,7.59
15065,15007,ATM SANTIAGO,3.7,1.45
27040,15007,,8.85,4.78
27041,15007,,12.5,6.75
32057,15007,,15.1,8.15
27042,15007,,12.5,6.75
36037,15007,,8.35,4.51
27045,15007,,17.15,9.26
32060,15007,,17.7,9.56
32061,15007,,8.85,4.78
36041,15007,,6.75,3.65
27046,15007,,15.6,8.42
36043,15007,,7.8,4.21
36042,15007,,10.9,5.89
15068,15007,,4.7,2.54
36044,15007,,3.1,1.67
15069,15007,,9.9,5.35
32064,15007,,13.55,7.32
36038,15007,,6.25,3.38
32062,15007,,16.15,8.72
36040,15007,,5.2,2.81
15071,15007,,3.65,1.97
27049,15007,,11.45,6.19
32065,15007,,10.4,5.62
32066,15007,,13.55,7.32
27050,15007,,15.6,8.42
27056,15007,,13.0,7.02
32067,15007,,15.1,8.15
32068,15007,,13.0,7.02
36045,15007,,7.8,4.21
15072,15007,,4.15,2.24
32069,15007,,11.95,6.46
27051,15007,,19.75,10.67
36046,15007,,6.25,3.38
27052,15007,,15.1,8.15
15073,15007,,5.7,3.08
27053,15007,,17.15,9.26
32071,15007,,19.25,10.4
27054,15007,,17.7,9.56
36047,15007,,8.35,4.51
15074,15007,ATM SANTIAGO,2.35,0.83
32073,15007,,19.25,10.4
15075,15007,,8.85,4.78
36049,15007,,10.9,5.89
36050,15007,,11.45,6.19
27055,15007,,14.55,7.86
32074,15007,,10.4,5.62
32075,15007,,11.95,6.46
32076,15007,,8.85,4.78
15076,15007,,11.45,6.19
32070,15007,,17.15,9.26
32077,15007,,14.55,7.86
15077,15007,,1.55,0.84
15078,15007,ATM SANTIAGO,2.35,0.83
15079,15007,,7.8,4.21
36051,15007,,7.3,3.94
32078,15007,,16.15,8.72
27057,15007,,13.55,7.32
36052,15007,,5.7,3.08
27059,15007,,13.0,7.02
15080,15007,,7.8,4.21
36053,15007,,7.3,3.94
27060,15007,,9.9,5.35
32079,15007,,13.0,7.02
15082,15007,ATM SANTIAGO,3.05,1.18
32081,15007,,11.45,6.19
36054,15007,,11.95,6.46
15083,15007,,8.35,4.51
15084,15007,,2.6,1.4
15085,15007,ATM SANTIAGO,3.05,1.18
27061,15007,,18.75,10.13
32082,15007,,15.6,8.42
15086,15007,ATM SANTIAGO,3.05,1.18
27062,15007,,16.15,8.72
36055,15007,,10.9,5.89
15088,15007,ATM SANTIAGO,1.55,0.54
15087,15007,,11.95,6.46
36056,15007,,3.1,1.67
15089,15007,ATM SANTIAGO,3.05,1.18
32084,15007,,14.55,7.86
32085,15007,,17.7,9.56
32086,15007,,22.35,12.07
36057,15007,,8.85,4.78
36059,15007,ATM SANTIAGO,5.3,2.01
36058,15007,,7.3,3.94
36060,15007,,4.7,2.54
27065,15007,,13.55,7.32
32087,15007,,9.9,5.35
32088,15007,,18.2,9.83
36061,15007,,5.2,2.81
32089,15007,,14.55,7.86
32090,15007,,14.55,7.86
32091,15007,,18.75,10.13
32092,15007,,22.9,12.37
15091,15007,,9.35,5.05
15090,15007,,7.3,3.94
15092,15007,,3.1,1.67
27066,15007,,15.6,8.42
27021,15007,,11.95,6.46
32032,15007,,15.1,8.15
27025,15007,,16.65,8.99
32036,15007,,14.05,7.59
32037,15007,,13.55,7.32
15093,15007,,2.6,1.4
32003,32014,,3.65,1.97
15007,32014,,14.05,7.59
32014,32014,,1.55,0.84
36009,32014,,4.15,2.24
15018,32014,,19.75,10.67
15030,32014,,18.2,9.83
36017,32014,,10.4,5.62
27018,32014,,16.65,8.99
36023,32014,,10.9,5.89
32034,32014,,7.8,4.21
36901,32014,,13.55,7.32
36025,32014,,9.35,5.05
15041,32014,,16.65,8.99
32047,32014,,1.55,0.84
32048,32014,,9.35,5.05
27044,32014,,15.6,8.42
32059,32014,,4.15,2.24
32063,32014,,7.3,3.94
27047,32014,,7.8,4.21
15067,32014,,15.6,8.42
27048,32014,,16.65,8.99
32072,32014,,8.85,4.78
32080,32014,,5.2,2.81
32083,32014,,11.45,6.19
27001,32014,,15.6,8.42
15001,32014,,17.15,9.26
36020,32014,,8.85,4.78
27002,32014,,18.2,9.83
32001,32014,,1.55,0.84
15002,32014,,11.95,6.46
32002,32014,,3.65,1.97
27003,32014,,8.35,4.51
15003,32014,,13.55,7.32
36001,32014,,4.7,2.54
15004,32014,,19.25,10.4
15005,32014,,18.75,10.13
15006,32014,,10.9,5.89
36034,32014,,5.7,3.08
27037,32014,,13.0,7.02
15070,32014,,16.65,8.99
15081,32014,,21.85,11.8
32004,32014,,6.75,3.65
36003,32014,,10.4,5.62
27004,32014,,14.55,7.86
32005,32014,,3.1,1.67
32006,32014,,1.55,0.84
32007,32014,,2.6,1.4
27901,32014,,11.95,6.46
32008,32014,,2.6,1.4
27005,32014,,19.25,10.4
36002,32014,,11.95,6.46
32010,32014,,5.2,2.81
32011,32014,,7.3,3.94
27006,32014,,12.5,6.75
27007,32014,,12.5,6.75
15008,32014,,17.15,9.26
15009,32014,,17.15,9.26
32013,32014,,6.25,3.38
15010,32014,,11.95,6.46
15011,32014,,14.55,7.86
15012,32014,,10.9,5.89
27008,32014,,7.8,4.21
15013,32014,,12.5,6.75
36004,32014,,10.9,5.89
27902,32014,,20.8,11.23
15014,32014,,17.15,9.26
15015,32014,,18.75,10.13
36005,32014,,12.5,6.75
32016,32014,,3.1,1.67
15016,32014,,18.2,9.83
36006,32014,,13.0,7.02
15017,32014,,17.15,9.26
36007,32014,,9.9,5.35
36008,32014,,10.4,5.62
32018,32014,,5.2,2.81
32017,32014,,10.4,5.62
27009,32014,,5.2,2.81
15019,32014,,15.6,8.42
15901,32014,,23.4,12.64
15020,32014,,17.7,9.56
15021,32014,,15.6,8.42
32020,32014,,1.55,0.84
32022,32014,,3.1,1.67
32021,32014,,5.7,3.08
32023,32014,,5.2,2.81
27010,32014,,13.55,7.32
27011,32014,,13.55,7.32
36010,32014,,13.55,7.32
15022,32014,,22.35,12.07
15023,32014,,17.7,9.56
32024,32014,,1.55,0.84
32025,32014,,3.65,1.97
15024,32014,,15.6,8.42
36902,32014,,8.35,4.51
15025,32014,,21.85,11.8
27012,32014,,13.55,7.32
27013,32014,,21.35,11.53
32029,32014,,5.7,3.08
27016,32014,,5.7,3.08
15027,32014,,17.7,9.56
32026,32014,,3.65,1.97
15028,32014,,17.7,9.56
15029,32014,,15.6,8.42
32027,32014,,3.1,1.67
27015,32014,,14.05,7.59
36013,32014,,5.2,2.81
36014,32014,,3.65,1.97
32028,32014,,4.15,2.24
15031,32014,,17.15,9.26
36015,32014,,11.45,6.19
15032,32014,,13.0,7.02
15033,32014,,12.5,6.75
36016,32014,,6.25,3.38
15034,32014,,17.7,9.56
32030,32014,,3.65,1.97
32031,32014,,3.1,1.67
15035,32014,,19.25,10.4
15036,32014,,19.75,10.67
15037,32014,,18.75,10.13
27017,32014,,9.35,5.05
36018,32014,,7.3,3.94
36019,32014,,7.3,3.94
27019,32014,,19.75,10.67
15038,32014,,12.5,6.75
27020,32014,,10.9,5.89
32033,32014,,2.1,1.13
36021,32014,,9.9,5.35
27022,32014,,14.05,7.59
27023,32014,,9.35,5.05
15039,32014,,18.2,9.83
36024,32014,,7.3,3.94
27026,32014,,10.4,5.62
32038,32014,,8.85,4.78
15040,32014,,17.7,9.56
32039,32014,,4.7,2.54
32040,32014,,5.2,2.81
32041,32014,,2.6,1.4
32042,32014,,3.65,1.97
27027,32014,,18.2,9.83
15042,32014,,14.55,7.86
27028,32014,,11.45,6.19
32043,32014,,3.1,1.67
15043,32014,,17.15,9.26
32044,32014,,7.8,4.21
15044,32014,,24.95,13.48
36026,32014,,10.9,5.89
32045,32014,,4.15,2.24
15045,32014,,15.6,8.42
36027,32014,,13.0,7.02
27029,32014,,15.1,8.15
36028,32014,,11.95,6.46
15046,32014,,10.4,5.62
32046,32014,,5.7,3.08
15047,32014,,15.1,8.15
15048,32014,,17.7,9.56
36029,32014,,9.9,5.35
15049,32014,,21.35,11.53
36030,32014,,6.25,3.38
36031,32014,,6.25,3.38
27030,32014,,17.7,9.56
15050,32014,,19.25,10.4
27031,32014,,6.75,3.65
32049,32014,,4.15,2.24
32050,32014,,4.15,2.24
27032,32014,,7.8,4.21
36032,32014,,10.4,5.62
36033,32014,,7.8,4.21
15051,32014,,19.75,10.67
32051,32014,,2.6,1.4
27033,32014,,16.15,8.72
15053,32014,,16.65,8.99
15052,32014,,17.7,9.56
15054,32014,,19.75,10.67
27034,32014,,14.55,7.86
15055,32014,,19.75,10.67
15056,32014,,13.0,7.02
27035,32014,,18.75,10.13
36035,32014,,9.9,5.35
32052,32014,,3.65,1.97
15057,32014,,14.55,7.86
32009,32014,,9.9,5.35
32015,32014,,9.35,5.05
32019,32014,,4.7,2.54
27014,32014,,11.95,6.46
36022,32014,,13.55,7.32
27024,32014,,8.85,4.78
32035,32014,,5.7,3.08
27043,32014,,10.4,5.62
32058,32014,,3.1,1.67
15066,32014,,11.45,6.19
36039,32014,,7.3,3.94
36048,32014,,10.9,5.89
27058,32014,,6.25,3.38
27063,32014,,18.75,10.13
27064,32014,,25.5,13.77
36036,32014,,11.95,6.46
32053,32014,,5.2,2.81
15058,32014,,17.7,9.56
15059,32014,,14.05,7.59
15060,32014,,13.0,7.02
15061,32014,,23.4,12.64
32012,32014,,2.6,1.4
32054,32014,,2.6,1.4
27038,32014,,17.7,9.56
27039,32014,,12.5,6.75
15062,32014,,15.1,8.15
15902,32014,,17.7,9.56
15064,32014,,17.7,9.56
32055,32014,,2.6,1.4
32056,32014,,3.1,1.67
15065,32014,,12.5,6.75
27040,32014,,8.85,4.78
27041,32014,,5.7,3.08
32057,32014,,4.7,2.54
27042,32014,,8.85,4.78
36037,32014,,7.3,3.94
27045,32014,,13.0,7.02
32060,32014,,8.85,4.78
32061,32014,,5.7,3.08
36041,32014,,10.9,5.89
27046,32014,,14.05,7.59
36043,32014,,8.35,4.51
36042,32014,,6.25,3.38
15068,32014,,18.2,9.83
36044,32014,,12.5,6.75
15069,32014,,18.75,10.13
32064,32014,,2.6,1.4
36038,32014,,10.9,5.89
32062,32014,,2.1,1.13
36040,32014,,12.5,6.75
15071,32014,,16.15,8.72
27049,32014,,9.35,5.05
32065,32014,,3.65,1.97
32066,32014,,2.1,1.13
27050,32014,,7.8,4.21
27056,32014,,12.5,6.75
32067,32014,,1.55,0.84
32068,32014,,1.55,0.84
36045,32014,,8.85,4.78
15072,32014,,14.05,7.59
32069,32014,,3.65,1.97
27051,32014,,20.3,10.96
36046,32014,,13.0,7.02
27052,32014,,7.3,3.94
15073,32014,,16.15,8.72
27053,32014,,15.6,8.42
32071,32014,,6.75,3.65
27054,32014,,16.15,8.72
36047,32014,,7.3,3.94
15074,32014,,13.0,7.02
32073,32014,,10.4,5.62
15075,32014,,17.7,9.56
36049,32014,,7.3,3.94
36050,32014,,6.75,3.65
27055,32014,,10.4,5.62
32074,32014,,4.7,2.54
32075,32014,,2.1,1.13
32076,32014,,5.2,2.81
15076,32014,,20.3,10.96
32070,32014,,6.25,3.38
32077,32014,,1.55,0.84
15077,32014,,14.55,7.86
15078,32014,,11.95,6.46
15079,32014,,9.9,5.35
36051,32014,,11.95,6.46
32078,32014,,3.1,1.67
27057,32014,,9.35,5.05
36052,32014,,8.35,4.51
27059,32014,,6.25,3.38
15080,32014,,11.95,6.46
36053,32014,,9.35,5.05
27060,32014,,7.3,3.94
32079,32014,,2.1,1.13
15082,32014,,11.45,6.19
32081,32014,,2.1,1.13
36054,32014,,9.35,5.05
15083,32014,,11.45,6.19
15084,32014,,14.05,7.59
15085,32014,,10.4,5.62
27061,32014,,17.7,9.56
32082,32014,,3.1,1.67
15086,32014,,13.55,7.32
27062,32014,,10.9,5.89
36055,32014,,8.35,4.51
15088,32014,,13.55,7.32
15087,32014,,20.8,11.23
36056,32014,,12.5,6.75
15089,32014,,10.9,5.89
32084,32014,,1.55,0.84
32085,32014,,5.2,2.81
32086,32014,,9.9,5.35
36057,32014,,8.85,4.78
36059,32014,,8.85,4.78
